Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.23744371899131,1.38760371102659,1.49326175948225,2.52594246078182,2.54492966662038,1.89177777258345,2.093710096416,4.84931896000355,5.21515474476736,5.7384246255856,6.4976721551443,9.91289240056001,4.06706415687102,6.37411544980527,7.99159549305935,4.15095987324973,3.08321868367149,2.4480964065588,1.35587154556003,1.25773570727903,1.49618995343775,
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.51524352775333,0.717746852877439,1.10832620061864,2.01253681407505,1.31410813327976,1.26639241633255,1.32306523897585,1.6820477399902,2.25759439856767,2.27552477388806,1.8684826360359,2.03493089496467,0.951139820684938,1.24540110801005,1.52717380870527,1.32933121806485,1.10981923066803,0.898886721939155,0.336975444127533,0.25672564296611,0.335201388534556,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,3006.91805412445,3211.62321142972,3428.06317190652,3689.96725498637,3968.77386252586,4302.22687143634,4704.58679981933,5149.60190060825,5702.8005787526,6392.37388763392,7264.06003553351,7924.64436460666,8626.53247901403,9498.07974429813,10355.4957126354,11115.1106750721,11919.6071041718,12725.0890985402,13534.8462367331,14368.6308012738,15253.993071388,16186.7926058925
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2281.44384124424,2464.18635226044,2668.23022925253,2936.28774484522,3227.41943802262,3553.92379294414,3958.47197679311,4449.56191950101,5081.04904063873,5867.79687713136,6847.06962343725,7615.02953316464,8352.68993342959,9303.73369972087,10355.4957126354,11328.2817147723,12361.3979714839,13446.4023941713,14454.9979691089,15513.2730434049,16782.2077583531,18210.0939798628
GDP per capita (constant LCU),NY.GDP.PCAP.KN,11114.2650142056,11870.9026501879,12670.9148344587,13638.9729375584,14669.5066827847,15902.0261742061,17389.2415870144,19034.1203886522,21078.8707289453,23627.6932654016,26849.647000948,29291.3195591607,31885.6604668367,35107.1008600948,38276.3087094544,41084.0214070773,44057.6263923317,47034.8742549073,50027.9240384475,53109.7847503974,56382.2885986917,59830.1315545015
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,8.11854811854754,6.8078063193135,6.73927002727235,7.6400016553426,7.55580167175542,8.40191506145082,9.35236426173533,9.45917505031488,10.7425523141704,12.0918362716474,13.6363448575165,9.0938721024024,8.85702981880388,10.103100723313,9.02725594457161,7.33538000995731,7.23786251543072,6.75762201999564,6.36346930007561,6.16028102541586,6.16177200430054,6.11511707222505
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1440.59024983409,1538.66284389771,1642.35748775728,1767.83362700858,1901.40762975195,2061.16228377566,2253.92968857986,2467.13284333364,2732.16587968884,3062.53490453063,3480.15272549424,3796.63336331896,4132.90231241877,4550.45359583857,4961.23468857388,5325.1601061666,5710.5878733775,6096.48781698006,6484.43594759644,6883.89542488146,7308.06536597714,7754.96211882137
GDP per capita (current LCU),NY.GDP.PCAP.CN,6480.50277355446,6859.90064613688,7229.33228308461,7942.06916856282,8716.68223817274,9506.20311998594,10666.1001954284,12486.9441125552,14368.0317182907,16737.9959738753,20494.3754576462,24100.2072237677,26179.5366795367,30807.9359799059,36301.5630928556,39874.2869411673,43684.3919904522,47005.4021564646,50027.9240384475,53679.5233069672,59200.6102157033,64643.5059200276
GDP per capita (current US$),NY.GDP.PCAP.CD,781.744164341053,828.580479295681,873.28706172579,959.372483639691,1053.10824300452,1148.5082904417,1288.64325183381,1508.66809788266,1753.41782925823,2099.22943460447,2693.96982683485,3468.30446324747,3832.23595156727,4550.45359583857,5618.13249134962,6316.91886335683,7050.64591988963,7651.36604428568,8033.38804310679,8078.79047437238,8759.04157775098,9770.84708783314
Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0525986324148917,0.0324247117829357,0.0427842802207731,0.0741812568159063,0.0688755398037292,0.0617385337115305,0.0758133620034601,0.0959884627156727,0.106815818314091,0.120743917324302,0.118479522414455,0.13163265780972,0.127606532253892,0.103295031906165,0.119138532628967,0.116139805789612,0.103631379440611,0.119294118395062,0.140668338508018,0.0898713824871738,0.100137434878118,
"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,3698734725427.14,3988627273086.96,4294454717658.32,4659118704672.26,5047685037053.51,5508571286187.09,6061389632887.22,6674270283330.83,7434855170531.34,8380530014165.82,9573195759929.08,10497419780798,11484157628012.2,12705628764346.3,13919132452224.7,15013124413266.5,16179436291060.7,17360457304465.5,18559251856733.2,19809528383638.1,21148059724206.9,22543831666004.6
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2806347033018.5,3060359277394.57,3342585396242.67,3707489039590.09,4104793412249.08,4550444024485.68,5100095294900.25,5766965964817.27,6624265255261.52,7692799061856.76,9023650350683.59,10087286946254.2,11119602000777.5,12445651088785.1,13919132452224.7,15301053470734.3,16779114378532.8,18344523394296.1,19820982315201.5,21387606580385.8,23266768925142,25361744188574.3
GDP (constant LCU),NY.GDP.MKTP.KN,13671379537348.9,14742889482861.1,15873298495145.6,17221180984743.4,18657412074499.7,20360954313453.5,22404298860709.3,24669647582722.4,27480945346740.6,30976378424806.8,35384747037844.3,38800892910640,42448104353081,46962944356053.1,51448334825639,55491982294432.3,59802940912423.2,64168267899742.4,68599290000000,73220601392906.7,78168123001783.2,83327219119900.9
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.23076923076864,7.83761391880707,7.66748617086645,8.49150849150864,8.33991054985535,9.13064594463313,10.0356030262573,10.1112234580385,11.3957759412304,12.7194790206909,14.2313880356883,9.65428937259918,9.39981317141508,10.6361404632299,9.55091409001014,7.8596274932851,7.76861528412806,7.29951892117124,6.90531667019702,6.73667525262536,6.75700761091511,6.60000000000001
GDP (constant 2010 US$),NY.GDP.MKTP.KD,1772034051564.67,1910919239036.1,2057438707425.62,2232146289974.25,2418305293900.02,2639112188146.35,2903963010766.29,3197589199923.65,3561979300667.93,4015044510537.74,4586441074637.97,5029229367887.27,5501967532430.61,6087164527421.24,6668544381952.81,7192667129598.69,7751437767565.15,8317255434071.39,8891588260063.19,9490585685944.2,10131865283063.9,10800568391746.1
GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,7971504449180,8519550708960,9056437577649.99,10028013925340,11086312304620,12171742474830,13742203491790,16184016090680,18731890311770,21943847481670,27009230000000,31924460000000,34851770000000,41211930000000,48794020000000,53858000000000,59296320000000,64128060000000,68599290000000.3,74006080000000.3,82075430000000.3,90030950000000.4
GDP (current LCU),NY.GDP.MKTP.CN,7971504449180,8519550708960,9056437577650,10028013925340,11086312304620,12171742474830,13742203491790,16184016090680,18731890311770,21943847481670,27009230000000,31924460000000,34851770000000,41211930000000,48794020000000,53858000000000,59296320000000,64128060000000,68599290000000,74006080000000,82075430000000,90030950000000
GDP (current US$),NY.GDP.MKTP.CD,961603952951.82,1029043097554.08,1093997267271.06,1211346869605.24,1339395718865.3,1470550015081.55,1660287965662.68,1955347004963.27,2285965892360.54,2752131773355.16,3550342425238.25,4594306848763.08,5101702432883.45,6087164527421.24,7551500425597.77,8532230724141.76,9570405758739.79,10438529153237.6,11015542352468.9,11137945669350.6,12143491448186.1,13608151864637.9
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0856129784214178,0.0942164392565295,0.0201889481704205,0.0729720595218061,0.0867854269466862,0.0950087049533415,0.141735091882039,0.29159532734634,0.81563164009235,1.38383783556958,2.33088729968617,2.6840114904718,1.2695911931485,2.40963779101392,2.82416355813028,0.964957551403716,0.807941451108818,0.569200987067243,0.374332395720441,0.385464541671186,0.421695956743352,
Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.505483393025313,0.40654742448979,0.254487476279294,0.222976025461885,0.210694612574031,0.20624714601807,0.240730803926518,0.188192314983808,0.139564785826959,0.144649081736623,0.18287414823248,0.225099634550876,0.19915301212954,0.188233291946079,0.163805040423339,0.140672749347651,0.124578006138037,0.146968510999626,0.101183749539826,0.112563540586063,0.10499320690575,
Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,,,,,,,,,,,,,,,,,,,,,,
Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,,,,,,,,,,,,,,,,,,,,,,
Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,,,,,,,,,,,,,,,,,,,,,,
Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,,,,,,,,,,,,,,,,,,,,,,
Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,,,,,,,,,,,,,,,,,,,,,,
Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,-30973986645.9998,-29080238563.8688,-25946859001.1592,-29668845497.6186,-38710595369.6524,-57472323152.2998,-89265194551.6884,-90195961616.7408,-187472394575189,-177137095503001,-161780562389412,-70380526736.6612,-136651603657022,141103622450,190241894800001,-240889051730,-399966175110004,-336026317399999,-1145582547300.01,-596246539180002,506885920692601,
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,58.3079741689755,57.7875233946788,57.0545408720163,58.2306981978996,59.4204183321458,59.7798231234551,61.337351270072,65.6029480616278,68.163194807968,70.8405843340832,76.3301486120938,82.2776426138525,82.1044202824816,87.7541443899868,94.8408148978298,97.0554623805604,99.1528495008881,99.9373399017015,100,101.072756290103,104.998593861756,108.045067327224
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,58.3079741689755,57.7875233946788,57.0545408720163,58.2306981978996,59.4204183321458,59.7798231234551,61.337351270072,65.6029480616278,68.163194807968,70.8405843340832,76.3301486120938,82.2776426138525,82.1044202824816,87.7541443899868,94.8408148978298,97.0554623805604,99.1528495008881,99.9373399017015,100,101.072756290103,104.998593861756,108.045067327224
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.62216041536254,-0.892589361428392,-1.26840964901082,2.06146138047379,2.04311500817467,0.604850658068969,2.60544120948695,6.95432180104115,3.90263977761339,3.92791085226867,7.74917983753764,7.7918019418298,-0.210533901881263,6.88114487389014,8.07559638021111,2.33512068102371,2.1610191419249,0.791192996229967,0.0626993857952414,1.07275629010253,3.88416989478857,2.90144215595774
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.62216041536254,-0.892589361428392,-1.26840964901082,2.06146138047379,2.04311500817467,0.604850658068969,2.60544120948695,6.95432180104115,3.90263977761339,3.92791085226867,7.74917983753764,7.7918019418298,-0.210533901881263,6.88114487389014,8.07559638021111,2.33512068102371,2.1610191419249,0.791192996229967,0.0626993857952414,1.07275629010253,3.88416989478857,2.90144215595774
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.0785051873763599,0.136668282619892,0.0674748541931228,0.143276304907174,0.864465954016172,0.262390971567955,0.312365599628132,2.59149511496753,1.89554810196629,1.81366901706704,1.99694854877529,4.83721772276294,1.51957359865415,2.42754822692906,3.35731455317149,1.59985854864391,0.937248616315992,0.713746068157712,0.402711617664208,0.413110599568497,0.534161966375969,
Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,,,,,,,,,,,,,,,,,,,,,,
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,23.8248274159721,22.44442688014,19.6343577239388,17.6657386072646,19.312502066676,20.9306124265591,23.5977015577196,24.7435891333902,24.51602160075,25.7927671597391,27.3889690932658,25.9012279613401,27.8061295599516,26.9486005678508,23.1029987573801,23.9133000785181,22.777377326627,22.7485713824517,21.9625390017224,20.3483278817859,20.4048188321153,
"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,226574108725895,226688711489414,212051063418539,211988863287175,254925027280124,305586941427763,389362075702373,482499988101108,556513690337024,709301096892827,975047299720261,1199226854610.05,1418112607557.53,1635780054468.54,1732724906803.5,2042195826705.45,2170684059227.55,2388599995157.42,2415879290189.46,2279012722760.03,2489387897518.06,
"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,23.2015595327857,21.8389955275097,19.060463169602,17.1350510284599,18.8255791699504,20.4875291628095,23.1938332828487,24.3661598132324,24.165748441176,25.476661552028,27.1000078981204,25.6216809861475,27.5272029745353,26.674903614058,22.8286263809077,23.6405887160313,22.4963709244224,22.4653259761393,21.6683958547254,20.061754148007,20.1259845653217,
"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,220646831156792,220573854827848,205853002231702,205620612341519,248497645043346,299117925777019,382698249167003,475140116358032,548562489614696,700608192680.77,964760281173088,1186283829658.63,1403887351701.3,1619166649373.32,1712146978568.08,2018906276349.08,2143904149097.45,2358859227494.62,2383523544019.79,2246916464576.79,2455370116969.25,
"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,18.6775684322787,,,,,19.5449697831497,,,,,20.3092783505155,,,,,21.3224315677213,,21.3224315677213,,,,
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,549.8,,,,,,,571.3,,,,,599.8,,,594.2,,,
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,,,,,,,,,,,,,,,,,,29.86,29.37877,,,
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,,,,20.72,,,,,,,24.56,,,,,23.6,,,22.32,,,
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,,,10.46,,,,,,,12.43,,,,,12.08,,,13.28,,,
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,68.83,,,,,,,63.01,,,,,64.31,,,64.4,,,
"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,4.05992413600264,,,,,,,8.02807819821105,,,,,11.9917758079338,,,14.9639654326206,,,
Total fisheries production (metric tons),ER.FSH.PROD.MT,37200000,39900000,41800000,43300000,44300000,46300000,48200000,50700000,52500000,54600000,56200000,57800000,60500000,63500000,66200000,70400000,73700000,76100000,78800000,81500000,,
Capture fisheries production (metric tons),ER.FSH.CAPT.MT,14700000,15500000,15200000,14800000,14400000,14400000,14600000,14800000,14900000,15000000,15000000,15200000,15200000,15700000,16000000,16400000,16600000,17400000,17900000,17800000,,
Aquaculture production (metric tons),ER.FSH.AQUA.MT,22400000,24400000,26600000,28500000,29900000,31900000,33600000,35900000,37600000,39600000,41200000,42700000,45300000,47800000,50200000,53900000,57100000,58800000,61000000,63700000,,
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,0.28,,0.4,,0.42,,0.48,,0.69,,0.99,,1.11,,1.37,,1.17,,0.96,,
Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,0.25,,0.45,,0.37,,0.43,,0.61,,1.01,,1.04,,1.28,,1.09,,0.81,,
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.4231628965713,15.2348891045022,16.1326560685221,17.1269473209018,17.7922191296143,18.2966462043112,18.8280167649798,19.3852683679571,19.9622812413708,20.5677715061555,21.2019417475728,21.8633839754502,22.5512588074456,23.2701013302634,23.8730972450581,24.419378468122,24.9782876571041,25.546683354468,26.1262216128703,26.7010269354774,27.2714063452335,27.8875617671767
Population in urban agglomerations of more than 1 million,EN.URB.MCTY,177415721,189207420,202099429,216252544,226290339,234270258,242580168,251247617,260252253,269647598,279417210,289614409,300215888,311285309,320885462,329831324,339050281,348525737,358247976,368117713,378089414,388398439
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,3.02765095976405,3.06212824869793,3.1012748705853,3.14493771000412,3.14340064262315,3.12143346550982,3.10332924139228,3.0886593093225,3.07661942959322,3.07114769478348,3.07070125663579,3.07277696501981,3.07750654397915,3.08494308970222,3.08541320712315,3.08292956942535,3.08216345267715,3.08295267003665,3.08559064453815,3.08913952160744,3.09401212991961,3.10527790612515
Population in largest city,EN.URB.LCTY,12246411,12879499,13545316,14246541,14829537,15357256,15903755,16470495,17055788,17662731,18291272,18943092,19616251,20314309,20947904,21555451,22178874,22821226,23482181,24163230,24862075,25582138
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,37.3,,,,,32.9,,31,,29.1,,,,,25.2,,,,
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,6.474867893,,,,,,,,,,6.553332482,,,,,,,,
Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,,,,3.988093971,,,,,,,,,,4.203002079,,,,,,,,
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,,,,2.486773922,,,,,,,,,,2.350330403,,,,,,,,
